employee_id,gender,company_type,wfh_setup_available,designation,resource_allocation,mental_fatigue_score,hours_per_week,years_experience,team_size,burn_rate
EMP_00373,Male,Product,No,5,3.7,6.77,59,9,14,0.5375
EMP_00374,Female,Service,Yes,3,5.6,4.91,30,3,12,0.4369
EMP_00375,Male,Product,No,5,2.2,6.87,58,1,7,0.4973
EMP_00376,Male,Product,No,5,4.5,9.23,45,5,26,0.6115
EMP_00377,Female,Product,No,2,2.6,7.34,66,8,14,0.466
EMP_00378,Male,Product,No,1,3.4,9.61,66,17,3,0.4043
EMP_00379,Female,Service,Yes,4,7.4,4.49,36,1,25,0.6747
EMP_00380,Male,Product,Yes,3,8.7,5.28,69,13,6,0.5769
EMP_00381,Male,Product,No,1,1.2,2.64,62,6,15,0.2453
EMP_00382,Female,Product,Yes,3,6.1,9.86,51,15,20,0.4834
EMP_00383,Female,Service,Yes,1,1.3,0.55,56,7,4,0.2439
EMP_00384,Female,Service,Yes,5,1.8,3.59,58,8,13,0.4903
EMP_00385,Female,Service,No,3,7.3,2.98,45,3,27,0.5477
EMP_00386,Female,Product,No,1,7.6,3.87,50,15,24,0.4698
EMP_00387,Male,Product,No,4,8.3,9.18,40,4,29,0.7927
EMP_00388,Male,Service,No,5,5.3,3.68,50,9,6,0.58
EMP_00389,Female,Product,Yes,3,8.7,9.17,38,11,20,0.5507
EMP_00390,Female,Product,Yes,3,2.5,4.23,56,14,9,0.3851
EMP_00391,Non-binary,Service,Yes,1,3.2,8.55,68,9,11,0.4169
EMP_00392,Male,Product,No,3,2.2,5.22,51,12,4,0.3611
EMP_00393,Male,Service,Yes,5,8.2,3.11,44,5,6,0.6885
EMP_00394,Female,Product,No,2,3.1,4.49,52,6,16,0.4292
EMP_00395,Male,Product,Yes,1,2.4,4.24,58,19,19,0.1454
EMP_00396,Non-binary,Product,Yes,4,6.6,2.6,68,5,3,0.6404
EMP_00397,Female,Product,No,3,1.7,2.9,45,1,5,0.4576
EMP_00398,Male,Service,Yes,5,1.4,1.86,32,10,3,0.3321
EMP_00399,Female,Service,No,3,2.0,3.36,45,14,22,0.2745
EMP_00400,Female,Product,Yes,4,1.0,6.24,37,17,24,0.2634
EMP_00401,Male,Product,Yes,5,7.3,3.87,55,11,23,0.5967
EMP_00402,Female,Service,Yes,4,6.1,7.12,38,4,27,0.5115
EMP_00403,Male,Service,Yes,5,2.9,9.87,64,18,15,0.4464
EMP_00404,Female,Product,No,2,3.1,3.77,36,19,16,0.1934
EMP_00405,Male,Product,Yes,5,8.3,4.63,37,4,14,0.7475
EMP_00406,Female,Product,Yes,4,5.5,1.64,64,12,13,0.539
EMP_00407,Male,Service,Yes,1,7.3,3.92,68,14,20,0.5334
EMP_00408,Male,Service,No,2,5.1,7.27,65,18,4,0.4255
EMP_00409,Female,Product,No,3,3.1,2.17,35,1,5,0.4273
EMP_00410,Male,Service,Yes,2,9.7,1.82,36,11,6,0.5505
EMP_00411,Male,Product,Yes,2,6.1,3.76,41,19,11,0.417
EMP_00412,Non-binary,Product,No,3,2.2,8.19,68,1,13,0.4861
EMP_00413,Non-binary,Product,No,5,4.7,6.24,30,1,24,0.5621
EMP_00414,Female,Service,Yes,2,4.0,9.58,54,3,27,0.4024
EMP_00415,Female,Product,No,2,2.9,9.05,41,14,23,0.3259
EMP_00416,Male,Product,No,1,9.4,1.51,56,8,27,0.5146
EMP_00417,Male,Product,No,1,8.9,0.43,52,15,11,0.481
EMP_00418,Male,Product,No,4,2.8,3.99,48,4,19,0.4576
EMP_00419,Female,Product,No,3,4.2,5.22,50,11,17,0.3539
EMP_00420,Female,Service,Yes,5,7.9,5.16,50,8,11,0.6878
EMP_00421,Female,Product,No,5,2.9,1.34,53,7,9,0.4556
EMP_00422,Female,Service,Yes,4,6.3,1.25,42,2,29,0.498
EMP_00423,Male,Product,No,5,7.3,0.47,65,8,10,0.6926
EMP_00424,Male,Product,Yes,5,6.9,8.51,44,19,5,0.6427
EMP_00425,Male,Product,Yes,1,7.4,9.48,30,9,3,0.3721
EMP_00426,Male,Product,No,5,7.4,1.16,63,16,6,0.4801
EMP_00427,Male,Product,No,5,9.7,2.13,60,8,19,0.8687
EMP_00428,Female,Product,Yes,4,4.1,0.9,61,8,3,0.408
EMP_00429,Male,Service,Yes,4,8.9,8.78,65,11,6,0.804
EMP_00430,Male,Service,Yes,2,1.2,9.59,58,7,10,0.3896
EMP_00431,Male,Product,No,5,3.6,2.62,39,2,19,0.5149
EMP_00432,Female,Product,No,5,1.4,3.04,50,5,28,0.4022
EMP_00433,Female,Product,Yes,5,6.9,3.63,65,18,28,0.6559
EMP_00434,Male,Product,No,1,1.9,5.02,53,11,14,0.2353
EMP_00435,Male,Product,No,5,8.6,6.82,56,17,27,0.759
EMP_00436,Female,Service,Yes,1,6.8,5.04,50,6,24,0.4812
EMP_00437,Male,Product,No,2,1.3,9.51,47,13,18,0.3347
EMP_00438,Female,Product,Yes,3,7.4,1.0,33,7,7,0.5353
EMP_00439,Female,Product,No,5,8.8,7.99,47,11,27,0.7692
EMP_00440,Male,Product,Yes,4,7.0,3.34,38,18,27,0.4883
EMP_00441,Male,Service,Yes,4,1.3,3.78,59,6,27,0.4009
EMP_00442,Non-binary,Product,Yes,5,8.7,7.09,64,12,15,0.7157
EMP_00443,Male,Product,Yes,1,7.6,9.29,59,3,15,0.5172
EMP_00444,Male,Service,No,4,4.4,7.16,68,19,14,0.4653
EMP_00445,Female,Product,Yes,4,4.0,7.76,35,11,5,0.3735
EMP_00446,Non-binary,Service,Yes,2,5.3,7.51,43,2,14,0.4496
EMP_00447,Non-binary,Service,No,2,8.8,3.21,58,3,26,0.6329
EMP_00448,Female,Product,Yes,2,3.3,7.57,61,17,28,0.3509
EMP_00449,Male,Service,Yes,4,1.9,7.85,43,5,22,0.4806
EMP_00450,Male,Product,No,4,8.8,5.33,49,2,22,0.7277
EMP_00451,Female,Product,No,5,1.2,5.37,38,12,25,0.3725
EMP_00452,Female,Product,Yes,5,9.2,7.6,41,5,26,0.7361
EMP_00453,Male,Product,Yes,1,3.8,8.17,43,13,22,0.2764
EMP_00454,Female,Service,No,4,5.6,3.37,52,7,13,0.5481
EMP_00455,Male,Service,Yes,5,2.2,8.02,63,11,12,0.5923
EMP_00456,Male,Service,Yes,5,9.1,8.14,45,5,18,0.779
EMP_00457,Male,Service,Yes,2,7.7,2.34,47,18,8,0.3595
EMP_00458,Male,Product,Yes,2,9.3,7.17,69,6,19,0.6857
EMP_00459,Male,Product,No,2,7.1,1.87,62,3,15,0.5149
EMP_00460,Male,Product,No,3,2.7,0.93,34,6,20,0.2851
EMP_00461,Male,Product,No,5,3.8,5.75,68,16,14,0.5151
EMP_00462,Female,Product,No,2,5.4,9.09,39,3,7,0.4858
EMP_00463,Female,Service,Yes,2,6.5,0.35,51,18,22,0.3902
EMP_00464,Female,Product,Yes,4,9.3,8.27,62,4,18,0.742
EMP_00465,Non-binary,Product,No,2,4.5,5.06,60,5,5,0.3736
EMP_00466,Male,Product,Yes,4,7.3,8.61,35,9,18,0.5702
EMP_00467,Male,Service,Yes,1,9.6,8.43,65,4,13,0.6443
EMP_00468,Female,Service,No,2,2.4,8.75,32,1,16,0.3321
EMP_00469,Male,Service,Yes,4,8.8,7.69,33,11,24,0.6198
EMP_00470,Non-binary,Product,Yes,2,4.8,8.43,56,5,28,0.4493
EMP_00471,Male,Service,No,1,7.6,1.76,67,10,24,0.5313
EMP_00472,Non-binary,Product,No,2,3.6,3.04,54,3,15,0.4338
EMP_00473,Male,Service,Yes,4,4.0,2.42,66,15,13,0.4937
EMP_00474,Female,Product,No,1,1.2,7.42,56,14,16,0.2719
EMP_00475,Male,Product,Yes,1,9.7,1.54,65,5,12,0.626
EMP_00476,Non-binary,Product,Yes,1,8.3,1.82,65,8,26,0.5266
EMP_00477,Male,Service,No,3,1.8,8.79,36,17,20,0.2417
EMP_00478,Female,Product,No,4,10.0,7.06,59,19,9,0.7025
EMP_00479,Non-binary,Service,Yes,3,6.4,8.75,58,4,25,0.6043
EMP_00480,Male,Product,Yes,1,8.7,1.39,69,2,20,0.5058
EMP_00481,Female,Product,Yes,3,1.6,3.99,34,2,24,0.2942
EMP_00482,Female,Product,Yes,2,4.5,2.83,35,2,23,0.4598
EMP_00483,Male,Product,Yes,3,7.0,0.1,36,3,4,0.4217
EMP_00484,Female,Product,Yes,5,2.0,2.85,68,9,27,0.4963
EMP_00485,Female,Product,Yes,1,5.4,3.8,61,5,10,0.4592
EMP_00486,Female,Service,Yes,1,5.0,0.92,44,15,25,0.2632
EMP_00487,Male,Product,Yes,4,2.9,5.66,42,4,17,0.4103
EMP_00488,Male,Service,No,2,3.7,3.83,47,3,8,0.335
EMP_00489,Non-binary,Service,Yes,4,9.7,0.46,39,9,23,0.6452
EMP_00490,Female,Service,Yes,3,3.6,7.04,69,10,15,0.4477
EMP_00491,Male,Product,No,5,2.9,7.29,40,17,27,0.4709
EMP_00492,Female,Product,No,5,5.8,8.34,69,8,7,0.699
EMP_00493,Male,Product,Yes,5,7.0,4.86,69,19,24,0.5944
EMP_00494,Male,Service,Yes,5,7.5,9.69,31,5,5,0.676
EMP_00495,Male,Service,No,2,7.8,9.14,56,11,27,0.513
EMP_00496,Male,Product,Yes,3,1.3,5.51,37,4,17,0.3049
EMP_00497,Female,Product,No,5,4.5,4.45,67,4,29,0.5367
EMP_00498,Male,Service,Yes,1,8.0,0.03,45,15,26,0.3673
EMP_00499,Non-binary,Product,Yes,3,9.1,7.11,53,8,11,0.6789
EMP_00500,Non-binary,Service,Yes,2,6.4,5.65,52,13,19,0.4335
EMP_00501,Female,Product,No,5,1.5,9.38,43,12,19,0.4439
EMP_00502,Male,Service,No,2,4.6,5.94,56,2,15,0.5349
EMP_00503,Male,Product,Yes,5,1.7,9.93,39,1,20,0.5225
EMP_00504,Female,Product,Yes,1,7.7,8.54,57,14,22,0.5678
EMP_00505,Female,Service,Yes,3,1.6,9.54,54,8,28,0.421
EMP_00506,Male,Service,Yes,1,2.7,3.28,31,16,7,0.1444
EMP_00507,Female,Product,No,5,4.8,1.49,62,5,15,0.5868
EMP_00508,Female,Product,Yes,4,5.2,7.97,64,2,9,0.6114
EMP_00509,Non-binary,Service,No,3,4.7,7.86,42,15,6,0.3557
EMP_00510,Female,Service,No,2,5.2,2.11,34,4,15,0.4072
EMP_00511,Female,Service,No,5,7.4,7.65,34,4,19,0.6436
EMP_00512,Male,Service,No,1,4.3,5.82,51,10,10,0.2629
EMP_00513,Non-binary,Product,Yes,4,5.9,1.1,63,18,29,0.5275
EMP_00514,Female,Product,Yes,5,3.7,5.02,30,7,5,0.433
EMP_00515,Male,Service,Yes,2,4.2,9.31,46,5,27,0.3465
EMP_00516,Male,Service,Yes,1,6.5,5.06,38,4,18,0.4782
EMP_00517,Male,Product,Yes,3,5.4,7.89,39,15,4,0.468
EMP_00518,Female,Product,Yes,4,7.5,0.29,44,18,29,0.4326
EMP_00519,Non-binary,Service,No,5,6.0,7.28,58,17,3,0.5449
EMP_00520,Male,Product,Yes,5,8.2,9.47,54,6,28,0.7086
EMP_00521,Female,Product,No,5,5.0,5.0,50,1,10,0.5899
EMP_00522,Male,Product,No,5,5.4,3.38,46,3,5,0.4964
EMP_00523,Non-binary,Service,No,1,7.0,6.47,56,9,19,0.4439
EMP_00524,Female,Service,Yes,3,3.0,9.16,57,5,29,0.4371
EMP_00525,Female,Product,Yes,2,4.5,1.77,52,6,21,0.4776
EMP_00526,Male,Service,Yes,4,6.6,4.04,68,13,26,0.5953
EMP_00527,Male,Service,Yes,5,1.3,1.56,65,3,18,0.4553
EMP_00528,Male,Product,Yes,5,4.9,4.97,32,3,29,0.5589
EMP_00529,Male,Service,No,3,6.4,5.4,62,5,22,0.5169
EMP_00530,Female,Product,Yes,3,9.7,9.44,36,12,12,0.6105
EMP_00531,Female,Product,Yes,1,8.9,4.13,34,18,29,0.3556
EMP_00532,Non-binary,Product,No,1,3.5,5.67,55,7,25,0.3394
EMP_00533,Non-binary,Product,Yes,1,5.6,8.85,46,12,26,0.3922
EMP_00534,Female,Product,Yes,4,1.5,3.21,46,2,17,0.3737
EMP_00535,Female,Service,No,1,3.2,6.74,32,16,9,0.2
EMP_00536,Non-binary,Service,Yes,5,8.0,7.57,32,2,18,0.6608
EMP_00537,Female,Service,No,1,2.1,3.31,63,8,19,0.2261
EMP_00538,Male,Product,Yes,4,3.3,1.64,37,1,22,0.4906
EMP_00539,Male,Product,No,1,9.5,5.03,35,14,15,0.5046
EMP_00540,Male,Product,Yes,1,8.4,3.57,66,10,12,0.5358
EMP_00541,Non-binary,Product,Yes,5,8.0,2.66,51,13,11,0.674
EMP_00542,Female,Product,Yes,5,8.8,9.73,62,10,9,0.6891
EMP_00543,Male,Service,Yes,5,7.7,5.02,36,13,14,0.6332
EMP_00544,Female,Service,Yes,1,2.1,8.56,69,13,3,0.3597
EMP_00545,Female,Product,Yes,5,5.6,1.95,48,1,26,0.6519
EMP_00546,Male,Product,Yes,3,5.0,9.39,39,5,18,0.477
EMP_00547,Male,Service,Yes,2,3.8,7.94,52,16,6,0.2609
EMP_00548,Female,Product,Yes,2,8.5,8.09,31,6,16,0.5607
EMP_00549,Male,Service,Yes,5,5.2,3.9,50,4,25,0.6272
EMP_00550,Female,Service,No,4,1.5,4.86,53,10,24,0.4228
EMP_00551,Male,Service,Yes,5,3.5,5.93,42,11,25,0.4474
EMP_00552,Female,Product,Yes,5,3.1,7.9,34,2,28,0.4789
EMP_00553,Female,Service,No,1,9.0,8.49,47,9,28,0.4919
EMP_00554,Female,Product,No,4,6.8,0.78,40,14,19,0.4384
EMP_00555,Female,Service,Yes,5,6.0,9.04,66,2,14,0.7509
EMP_00556,Male,Product,Yes,3,5.6,9.37,61,5,17,0.5715
EMP_00557,Male,Product,Yes,2,6.9,5.93,57,12,24,0.51
EMP_00558,Male,Product,Yes,3,7.8,1.87,51,1,14,0.6259
EMP_00559,Female,Product,No,3,6.0,8.18,57,19,5,0.4374
EMP_00560,Female,Service,Yes,3,9.4,5.49,30,12,12,0.5093
EMP_00561,Female,Service,No,4,9.8,8.17,35,12,22,0.7162
EMP_00562,Male,Service,Yes,4,10.0,8.15,40,5,19,0.7401
EMP_00563,Male,Product,Yes,4,7.0,0.87,62,2,16,0.7145
EMP_00564,Male,Service,No,2,9.4,6.07,45,14,15,0.5592
EMP_00565,Male,Product,Yes,1,4.6,4.83,42,17,15,0.2347
EMP_00566,Female,Service,Yes,5,8.7,9.46,50,15,28,0.6641
EMP_00567,Male,Service,No,5,9.2,2.97,68,17,10,0.6638
EMP_00568,Male,Product,No,1,9.1,2.06,53,2,16,0.6329
EMP_00569,Female,Service,No,5,8.5,8.97,56,8,4,0.818
EMP_00570,Male,Product,Yes,3,4.7,1.49,66,10,21,0.4496
EMP_00571,Male,Product,Yes,2,2.4,6.87,32,3,25,0.3423
EMP_00572,Female,Product,No,5,4.0,3.0,41,11,4,0.4454
EMP_00573,Male,Product,Yes,2,7.9,5.68,36,9,14,0.4118
EMP_00574,Female,Service,No,1,3.1,6.16,49,15,22,0.2095
EMP_00575,Female,Product,Yes,5,5.3,4.17,44,11,14,0.5674
EMP_00576,Non-binary,Product,Yes,2,6.1,9.75,30,3,25,0.5191
EMP_00577,Male,Service,No,3,6.4,1.32,39,7,21,0.4748
EMP_00578,Female,Service,Yes,3,9.4,3.91,43,7,18,0.5883
EMP_00579,Male,Service,Yes,1,7.0,4.3,44,4,4,0.3995
EMP_00580,Male,Service,Yes,4,8.1,6.31,63,6,10,0.6871
EMP_00581,Male,Service,Yes,5,6.2,4.07,54,19,4,0.5202
EMP_00582,Non-binary,Product,Yes,3,8.5,0.97,60,14,12,0.5513
EMP_00583,Male,Product,Yes,3,3.4,9.47,39,4,18,0.3692
EMP_00584,Male,Product,Yes,1,2.9,4.16,66,19,9,0.2547
EMP_00585,Female,Product,No,3,9.3,3.43,35,19,29,0.5006
EMP_00586,Male,Service,Yes,5,7.2,4.47,35,17,21,0.5198
EMP_00587,Male,Product,No,1,7.0,2.17,57,19,22,0.3622
EMP_00588,Male,Service,Yes,2,5.2,1.0,67,12,24,0.4456
EMP_00589,Male,Product,Yes,1,4.4,1.49,43,17,29,0.2556
EMP_00590,Male,Product,Yes,5,6.0,1.67,42,15,5,0.569
EMP_00591,Male,Product,No,5,2.1,1.98,42,9,19,0.4636
EMP_00592,Female,Service,No,2,5.1,4.2,39,16,10,0.344
EMP_00593,Male,Service,No,1,5.1,6.24,45,18,6,0.2744
EMP_00594,Male,Service,Yes,5,5.8,6.29,68,18,3,0.5475
EMP_00595,Female,Product,Yes,5,6.7,0.0,64,4,20,0.7209
EMP_00596,Male,Service,No,2,9.6,9.21,44,4,24,0.5801
EMP_00597,Female,Product,No,4,6.9,8.23,52,1,3,0.6777
EMP_00598,Male,Product,No,1,9.0,9.64,66,5,11,0.5791
EMP_00599,Male,Service,Yes,5,6.0,3.6,37,12,16,0.5754
EMP_00600,Male,Product,No,3,6.6,6.65,55,14,9,0.5474
EMP_00601,Male,Service,Yes,2,1.6,1.68,51,10,10,0.2486
EMP_00602,Male,Product,Yes,4,2.2,8.17,34,18,10,0.4399
EMP_00603,Male,Service,Yes,4,6.2,1.61,63,10,24,0.5295
EMP_00604,Male,Service,Yes,2,4.6,3.26,56,16,26,0.3659
EMP_00605,Male,Product,No,4,8.2,4.91,48,6,25,0.6812
EMP_00606,Male,Service,No,5,5.9,5.95,64,3,3,0.7016
EMP_00607,Male,Product,No,4,8.9,5.6,49,15,5,0.6027
EMP_00608,Male,Service,No,1,9.8,1.02,67,5,11,0.6147
EMP_00609,Male,Product,Yes,3,2.3,4.22,42,6,10,0.4343
EMP_00610,Female,Product,No,5,4.6,9.23,47,12,7,0.5367
EMP_00611,Male,Product,Yes,2,7.0,8.72,47,1,3,0.598
EMP_00612,Female,Product,No,3,3.7,5.91,30,10,4,0.2631
EMP_00613,Female,Service,No,5,3.4,5.72,61,3,12,0.5721
EMP_00614,Male,Product,No,3,8.3,1.12,54,5,16,0.725
EMP_00615,Female,Product,Yes,4,9.8,2.0,50,15,17,0.6089
EMP_00616,Female,Product,No,2,8.0,2.53,56,4,12,0.5434
EMP_00617,Male,Product,Yes,2,5.7,4.88,40,19,11,0.4122
EMP_00618,Male,Service,Yes,1,5.0,7.31,30,17,14,0.2175
EMP_00619,Female,Service,No,4,5.9,4.61,48,8,12,0.5073
EMP_00620,Female,Product,Yes,1,5.2,1.26,61,5,26,0.4438
EMP_00621,Male,Service,No,1,5.5,4.39,37,4,11,0.4943
EMP_00622,Male,Service,Yes,4,2.8,1.63,48,19,20,0.3598
EMP_00623,Male,Product,Yes,5,9.1,7.51,45,9,21,0.7256
EMP_00624,Male,Service,No,1,7.8,1.67,64,13,21,0.5272
EMP_00625,Female,Product,Yes,3,7.1,4.83,31,17,19,0.4104
EMP_00626,Male,Service,Yes,5,9.5,6.93,41,8,4,0.7055
EMP_00627,Male,Service,Yes,4,3.6,2.28,58,19,12,0.4546
EMP_00628,Female,Product,Yes,2,1.7,0.76,39,11,7,0.2679
EMP_00629,Male,Service,No,5,8.4,5.63,51,14,9,0.6428
EMP_00630,Male,Service,Yes,1,10.0,0.54,63,18,8,0.5503
EMP_00631,Female,Product,No,3,6.2,5.88,50,5,4,0.6084
EMP_00632,Female,Service,No,4,1.5,7.53,66,12,10,0.3996
EMP_00633,Male,Product,Yes,2,8.0,3.29,34,16,6,0.422
EMP_00634,Male,Service,No,3,1.7,4.88,35,16,29,0.165
EMP_00635,Male,Service,No,2,5.9,9.29,61,14,20,0.4621
EMP_00636,Male,Product,Yes,4,3.5,4.71,32,7,6,0.3789
EMP_00637,Male,Product,Yes,5,9.2,9.97,39,9,10,0.7126
EMP_00638,Male,Service,Yes,1,5.1,1.57,34,3,19,0.2757
EMP_00639,Male,Product,No,4,9.1,7.09,53,14,29,0.7192
EMP_00640,Male,Product,No,3,3.7,6.53,49,1,27,0.5304
EMP_00641,Male,Product,Yes,5,4.5,8.72,66,14,16,0.6339
EMP_00642,Male,Product,No,2,9.5,0.92,60,18,10,0.5235
EMP_00643,Male,Product,No,5,2.8,2.8,46,3,16,0.4772
EMP_00644,Male,Product,No,5,6.2,1.32,53,6,10,0.6321
EMP_00645,Male,Product,No,3,4.5,9.33,47,4,28,0.5135
EMP_00646,Female,Service,Yes,1,8.0,4.27,55,1,27,0.6273
EMP_00647,Female,Product,No,5,2.2,9.1,36,3,16,0.4858
EMP_00648,Female,Product,No,5,4.9,2.94,43,18,25,0.4544
EMP_00649,Female,Product,No,1,7.3,1.26,31,3,13,0.4585
EMP_00650,Male,Service,Yes,1,4.7,2.97,59,16,11,0.2118
EMP_00651,Male,Product,Yes,2,1.5,5.97,46,7,19,0.3524
EMP_00652,Male,Product,Yes,2,7.3,8.45,49,9,19,0.5557
EMP_00653,Female,Product,Yes,1,5.5,3.85,39,2,14,0.4173
EMP_00654,Female,Service,No,4,1.1,9.15,53,3,22,0.4658
EMP_00655,Male,Service,Yes,1,6.5,2.44,41,1,4,0.4863
EMP_00656,Male,Service,No,2,9.3,6.94,56,6,26,0.7664
EMP_00657,Male,Service,No,3,2.0,7.36,44,15,19,0.2684
EMP_00658,Male,Service,No,3,6.3,2.74,38,5,22,0.5503
EMP_00659,Female,Product,Yes,5,7.6,0.27,47,13,13,0.6146
EMP_00660,Female,Service,No,3,1.6,3.65,36,8,29,0.2419
EMP_00661,Male,Product,No,2,1.2,0.45,57,13,11,0.2758
EMP_00662,Non-binary,Service,No,3,5.2,9.01,65,19,20,0.474
EMP_00663,Female,Service,Yes,4,8.1,9.54,32,9,8,0.6253
EMP_00664,Male,Product,Yes,1,2.4,7.35,45,3,6,0.3143
EMP_00665,Male,Product,Yes,1,8.5,7.27,65,14,16,0.541
EMP_00666,Male,Product,Yes,2,6.9,2.41,33,7,22,0.4779
EMP_00667,Male,Service,Yes,5,4.0,0.74,64,13,24,0.4827
EMP_00668,Male,Service,Yes,1,5.6,8.02,38,9,12,0.3627
EMP_00669,Male,Service,No,3,9.7,5.59,41,11,6,0.6615
EMP_00670,Male,Product,Yes,4,2.9,6.82,39,9,17,0.3555
EMP_00671,Male,Service,Yes,5,5.5,7.8,31,11,11,0.5771
EMP_00672,Female,Service,No,5,6.6,4.09,48,14,14,0.573
EMP_00673,Male,Service,Yes,5,2.2,1.45,42,15,10,0.4078
EMP_00674,Male,Product,No,1,1.4,7.95,62,17,26,0.2332
EMP_00675,Male,Product,Yes,5,1.1,4.54,30,1,7,0.3838
EMP_00676,Non-binary,Service,Yes,2,3.9,8.27,57,3,18,0.4331
EMP_00677,Male,Service,Yes,3,1.7,4.38,69,3,24,0.3955
EMP_00678,Male,Service,No,4,8.2,2.17,35,3,17,0.5669
EMP_00679,Non-binary,Product,Yes,3,10.0,1.71,32,4,19,0.6328
EMP_00680,Female,Product,No,2,1.6,7.44,54,17,3,0.2472
EMP_00681,Female,Service,Yes,2,4.9,5.75,45,4,27,0.4676
EMP_00682,Male,Product,Yes,3,1.2,4.05,33,13,14,0.2063
EMP_00683,Male,Service,No,1,2.2,4.92,37,7,22,0.2552
EMP_00684,Female,Product,Yes,2,3.9,5.5,68,4,21,0.5194
EMP_00685,Female,Product,No,5,4.5,2.39,45,8,7,0.6126
EMP_00686,Female,Service,Yes,4,9.5,3.78,67,11,17,0.675
EMP_00687,Female,Service,Yes,4,4.6,2.92,52,19,11,0.4741
EMP_00688,Male,Product,No,2,5.5,3.88,35,7,27,0.415
EMP_00689,Female,Product,No,5,3.2,5.01,45,9,5,0.4902
EMP_00690,Male,Service,Yes,3,1.0,1.73,45,4,14,0.2898
EMP_00691,Male,Product,No,4,9.1,3.94,52,4,25,0.7756
EMP_00692,Male,Service,Yes,5,1.7,3.85,45,1,21,0.4873
EMP_00693,Male,Product,No,5,9.7,2.86,65,6,17,0.7449
EMP_00694,Male,Service,No,1,2.2,9.98,41,3,5,0.216
EMP_00695,Male,Service,Yes,2,6.4,0.74,66,3,22,0.5428
EMP_00696,Female,Service,Yes,5,10.0,6.43,38,1,20,0.8245
EMP_00697,Male,Product,Yes,3,2.2,1.74,47,7,24,0.3056
EMP_00698,Female,Service,Yes,4,4.8,8.4,38,9,18,0.4722
EMP_00699,Male,Product,Yes,1,8.0,9.14,50,3,17,0.6083
EMP_00700,Male,Product,No,3,1.3,4.01,30,15,7,0.1853
EMP_00701,Male,Service,No,4,7.2,8.23,52,3,12,0.6994
EMP_00702,Male,Service,Yes,2,1.7,2.5,34,11,12,0.1763
EMP_00703,Male,Service,Yes,3,3.1,1.4,48,18,15,0.345
EMP_00704,Male,Product,Yes,4,2.4,3.16,64,3,20,0.5047
EMP_00705,Male,Product,No,1,9.2,3.42,62,7,12,0.5801
EMP_00706,Non-binary,Product,Yes,4,2.6,3.97,47,9,18,0.4713
EMP_00707,Male,Service,Yes,5,1.4,3.73,69,17,4,0.3331
EMP_00708,Female,Service,Yes,1,6.3,4.11,43,9,20,0.4217
EMP_00709,Male,Product,Yes,3,4.1,7.1,49,10,6,0.3525
EMP_00710,Female,Service,Yes,2,4.7,2.46,42,13,21,0.3372
EMP_00711,Female,Product,Yes,1,2.1,0.19,45,5,27,0.2406
EMP_00712,Female,Product,Yes,1,7.7,4.9,60,14,7,0.4807
EMP_00713,Male,Product,Yes,1,6.4,4.48,68,4,19,0.4268
EMP_00714,Male,Product,Yes,4,4.3,0.6,64,14,4,0.4756
EMP_00715,Male,Product,Yes,5,2.5,1.34,49,11,17,0.4862
EMP_00716,Female,Service,Yes,2,6.3,5.1,30,10,25,0.3701
EMP_00717,Female,Product,No,2,8.0,2.35,69,5,26,0.5755
EMP_00718,Non-binary,Service,No,5,3.8,8.78,42,12,8,0.4667
EMP_00719,Male,Product,Yes,4,1.2,1.73,36,15,25,0.296
EMP_00720,Female,Service,Yes,4,2.9,0.2,51,13,20,0.3338
EMP_00721,Non-binary,Service,No,5,7.1,4.48,36,8,16,0.5942
EMP_00722,Male,Service,Yes,5,9.9,9.86,49,4,14,0.8682
EMP_00723,Male,Product,Yes,3,1.1,6.34,66,13,8,0.2927
EMP_00724,Female,Service,Yes,4,3.8,3.54,65,15,24,0.5041
EMP_00725,Female,Service,No,1,1.6,0.17,33,9,22,0.1218
EMP_00726,Female,Product,No,2,3.8,4.85,35,6,29,0.3385
EMP_00727,Male,Product,Yes,4,4.7,2.06,32,18,22,0.4029
EMP_00728,Female,Product,Yes,5,9.3,6.48,32,9,20,0.7339
EMP_00729,Male,Service,No,1,1.7,5.83,32,6,5,0.1875
EMP_00730,Male,Product,No,3,8.0,2.65,65,7,28,0.5866
EMP_00731,Male,Product,No,3,4.6,0.69,38,12,8,0.4334
EMP_00732,Female,Product,Yes,1,8.3,7.55,45,4,6,0.5257
EMP_00733,Female,Product,Yes,1,5.6,5.85,45,11,21,0.3839
EMP_00734,Male,Service,No,5,1.4,8.42,41,3,19,0.4966
EMP_00735,Male,Product,Yes,5,9.5,2.6,67,7,13,0.7603
EMP_00736,Female,Service,Yes,2,1.7,6.53,49,2,16,0.2782
EMP_00737,Male,Service,Yes,2,6.4,1.19,60,10,29,0.4986
EMP_00738,Female,Product,No,3,8.9,2.92,59,3,13,0.6111
EMP_00739,Male,Service,No,1,1.7,6.57,50,17,21,0.1272
EMP_00740,Male,Product,Yes,3,6.0,8.26,32,11,19,0.4855
EMP_00741,Male,Service,No,5,8.4,3.21,50,1,6,0.7716
EMP_00742,Male,Product,Yes,4,9.9,7.99,57,2,14,0.821
EMP_00743,Female,Service,No,5,7.5,6.78,57,13,6,0.6373
EMP_00744,Male,Product,Yes,4,3.5,3.49,34,14,29,0.4168
EMP_00745,Male,Product,Yes,1,7.3,8.76,36,17,14,0.3252
